Sample 1
4/14/2024 5:07 PM
Wavelength (nm)	10mm Absorbance
438.5	0.030
439.0	0.069
439.5	0.074
440.0	0.067
440.5	0.099
441.0	0.112
441.5	0.119
442.0	0.111
442.5	0.096
443.0	0.081
443.5	0.079
444.0	0.098
444.5	0.052
445.0	0.037
445.5	0.070
446.0	0.073
446.5	0.087
447.0	0.085
447.5	0.046
448.0	0.021
448.5	0.039
449.0	0.054
449.5	0.035
450.0	0.056
450.5	0.099
451.0	0.133
451.5	0.125
452.0	0.100
452.5	0.077
453.0	0.064
453.5	0.065
454.0	0.064
454.5	0.099
455.0	0.132
455.5	0.131
456.0	0.145
456.5	0.113
457.0	0.139
457.5	0.131
458.0	0.102
458.5	0.055
459.0	0.042
459.5	0.051
460.0	0.044
460.5	-0.014
461.0	-0.015
461.5	-0.006
462.0	0.029
462.5	0.028
463.0	0.034
463.5	0.039
464.0	0.113
464.5	0.150
465.0	0.171
465.5	0.168
466.0	0.163
466.5	0.153
467.0	0.124
467.5	0.084
468.0	0.048
468.5	0.075
469.0	0.149
469.5	0.142
470.0	0.126
470.5	0.099
471.0	0.087
471.5	0.075
472.0	0.076
472.5	0.075
473.0	0.089
473.5	0.121
474.0	0.126
474.5	0.095
475.0	0.098
475.5	0.090
476.0	0.107
476.5	0.094
477.0	0.101
477.5	0.106
478.0	0.096
478.5	0.087
479.0	0.078
479.5	0.075
480.0	0.084
480.5	0.079
481.0	0.080
481.5	0.057
482.0	0.053
482.5	0.033
483.0	0.040
483.5	0.037
484.0	0.033
484.5	0.023
485.0	0.049
485.5	0.080
486.0	0.101
486.5	0.128
487.0	0.125
487.5	0.115
488.0	0.107
488.5	0.055
489.0	-0.002
489.5	-0.011
490.0	0.008
490.5	0.033
491.0	0.049
491.5	0.083
492.0	0.091
492.5	0.092
493.0	0.067
493.5	0.060
494.0	0.030
494.5	0.014
495.0	0.032
495.5	0.071
496.0	0.103
496.5	0.122
497.0	0.111
497.5	0.093
498.0	0.072
498.5	0.088
499.0	0.070
499.5	0.037
500.0	0.035
500.5	0.043
501.0	0.044
501.5	0.014
502.0	-0.031
502.5	-0.019
503.0	0.014
503.5	0.067
504.0	0.126
504.5	0.156
505.0	0.204
505.5	0.241
506.0	0.242
506.5	0.208
507.0	0.176
507.5	0.160
508.0	0.138
508.5	0.136
509.0	0.140
509.5	0.145
510.0	0.153
510.5	0.152
511.0	0.160
511.5	0.163
512.0	0.159
512.5	0.137
513.0	0.100
513.5	0.086
514.0	0.108
514.5	0.124
515.0	0.136
515.5	0.143
516.0	0.128
516.5	0.147
517.0	0.138
517.5	0.084
518.0	0.026
518.5	-0.016
519.0	0.039
519.5	0.050
520.0	0.065
520.5	0.066
521.0	0.031
521.5	0.084
522.0	0.096
522.5	0.062
523.0	0.049
523.5	0.021
524.0	0.024
524.5	0.024
525.0	0.042
525.5	0.046
526.0	0.030
526.5	0.043
527.0	0.040
527.5	0.011
528.0	0.007
528.5	0.010
529.0	-0.003
529.5	0.035
530.0	0.071
530.5	0.103
531.0	0.079
531.5	0.101
532.0	0.105
532.5	0.084
533.0	0.089
533.5	0.064
534.0	0.035
534.5	0.051
535.0	0.066
535.5	0.106
536.0	0.113
536.5	0.131
537.0	0.156
537.5	0.155
538.0	0.158
538.5	0.146
539.0	0.133
539.5	0.139
540.0	0.139
540.5	0.144
541.0	0.119
541.5	0.088
542.0	0.107
542.5	0.136
543.0	0.156
543.5	0.164
544.0	0.170
544.5	0.152
545.0	0.123
545.5	0.082
546.0	0.052
546.5	0.022
547.0	0.005
547.5	0.011
548.0	-0.004
548.5	-0.014
549.0	0.012
549.5	0.058
550.0	0.105
550.5	0.159
551.0	0.184
551.5	0.193
552.0	0.170
552.5	0.160
553.0	0.137
553.5	0.114
554.0	0.087
554.5	0.090
555.0	0.129
555.5	0.156
556.0	0.168
556.5	0.190
557.0	0.162
557.5	0.152
558.0	0.152
558.5	0.097
559.0	0.016
559.5	0.003
560.0	0.036
560.5	0.102
561.0	0.144
561.5	0.132
562.0	0.125
562.5	0.122
563.0	0.111
563.5	0.056
564.0	0.021
564.5	0.024
565.0	0.087
565.5	0.122
566.0	0.139
566.5	0.130
567.0	0.109
567.5	0.109
568.0	0.118
568.5	0.107
569.0	0.091
569.5	0.075
570.0	0.113
570.5	0.091
571.0	0.103
571.5	0.105
572.0	0.097
572.5	0.148
573.0	0.239
573.5	0.266
574.0	0.256
574.5	0.238
575.0	0.246
575.5	0.205
576.0	0.169
576.5	0.131
577.0	0.079
577.5	0.047
578.0	0.013
578.5	0.002
579.0	-0.018
579.5	-0.021
580.0	0.011
580.5	0.042
581.0	0.066
581.5	0.105
582.0	0.139
582.5	0.152
583.0	0.153
583.5	0.195
584.0	0.213
584.5	0.202
585.0	0.187
585.5	0.143
586.0	0.103
586.5	0.061
587.0	0.053
587.5	0.035
588.0	0.036
588.5	0.052
589.0	0.098
589.5	0.151
590.0	0.206
590.5	0.222
591.0	0.214
591.5	0.210
592.0	0.193
592.5	0.150
593.0	0.142
593.5	0.090
594.0	0.070
594.5	0.044
595.0	0.023
595.5	0.014
596.0	0.034
596.5	0.060
597.0	0.104
597.5	0.182
598.0	0.238
598.5	0.222
599.0	0.176
599.5	0.150
600.0	0.157
600.5	0.163
601.0	0.145
601.5	0.152
602.0	0.193
602.5	0.232
603.0	0.242
603.5	0.198
604.0	0.138
604.5	0.106
605.0	0.096
605.5	0.074
606.0	0.072
606.5	0.116
607.0	0.134
607.5	0.203
608.0	0.246
608.5	0.244
609.0	0.213
609.5	0.183
610.0	0.142
610.5	0.119
611.0	0.092
611.5	0.073
612.0	0.039
612.5	0.027
613.0	0.028
613.5	0.015
614.0	0.006
614.5	-0.009
615.0	-0.029
615.5	0.037
616.0	0.071
616.5	0.096
617.0	0.150
617.5	0.142
618.0	0.169
618.5	0.194
619.0	0.180
619.5	0.128
620.0	0.103
620.5	0.142
621.0	0.198
621.5	0.220
622.0	0.260
622.5	0.244
623.0	0.227
623.5	0.223
624.0	0.188
624.5	0.109
625.0	0.053
625.5	0.062
626.0	0.095
626.5	0.097
627.0	0.126
627.5	0.153
628.0	0.213
628.5	0.240
629.0	0.244
629.5	0.233
630.0	0.218
630.5	0.196
631.0	0.139
631.5	0.093
632.0	0.132
632.5	0.165
633.0	0.223
633.5	0.256
634.0	0.241
634.5	0.232
635.0	0.199
635.5	0.151
636.0	0.122
636.5	0.098
637.0	0.135
637.5	0.144
638.0	0.160
638.5	0.194
639.0	0.201
639.5	0.207
640.0	0.180
640.5	0.158
641.0	0.111
641.5	0.058
642.0	0.027
642.5	0.015
643.0	0.009
643.5	0.043
644.0	0.131
644.5	0.226
645.0	0.247
645.5	0.241
646.0	0.170
646.5	0.134
647.0	0.115
647.5	0.132
648.0	0.114
648.5	0.101
649.0	0.160
649.5	0.192
650.0	0.178
650.5	0.148
651.0	0.128
651.5	0.108
652.0	0.129
652.5	0.178
653.0	0.193
653.5	0.183
654.0	0.160
654.5	0.123
655.0	0.119
655.5	0.113
656.0	0.141
656.5	0.121
657.0	0.141
657.5	0.179
658.0	0.187
658.5	0.221
659.0	0.213
659.5	0.222
660.0	0.246
660.5	0.291
661.0	0.297
661.5	0.223
662.0	0.190
662.5	0.125
663.0	0.073
663.5	0.060
664.0	0.042
664.5	0.018
665.0	0.040
665.5	0.112
666.0	0.130
666.5	0.138
667.0	0.162
667.5	0.166
668.0	0.146
668.5	0.148
669.0	0.149
669.5	0.154
670.0	0.152
670.5	0.120
671.0	0.149
671.5	0.140
672.0	0.117
672.5	0.139
673.0	0.104
673.5	0.149
674.0	0.181
674.5	0.261
675.0	0.250
675.5	0.192
676.0	0.230
676.5	0.256
677.0	0.248
677.5	0.216
678.0	0.149
678.5	0.121
679.0	0.057
679.5	0.087
680.0	0.074
680.5	0.023
681.0	0.015
681.5	0.006
682.0	0.014
682.5	0.022
683.0	0.004
683.5	0.024
684.0	0.027
684.5	0.061
685.0	0.081
685.5	0.053
686.0	0.019
686.5	0.018
687.0	0.084
687.5	0.174
688.0	0.219
688.5	0.282
689.0	0.278
689.5	0.286
690.0	0.228
690.5	0.162
691.0	0.123
691.5	0.067
692.0	0.022
692.5	0.028
693.0	-0.002
693.5	0.026
694.0	0.061
694.5	0.066
695.0	0.071
695.5	0.112
696.0	0.152
696.5	0.206
697.0	0.264
697.5	0.338
698.0	0.371
698.5	0.409
699.0	0.409
699.5	0.303
700.0	0.223
700.5	0.132
701.0	0.078
701.5	0.063
702.0	0.009
702.5	0.010
703.0	0.046
703.5	0.090
704.0	0.128
704.5	0.086
705.0	0.043
705.5	0.038
706.0	0.069
706.5	0.045
707.0	0.057
707.5	0.118
708.0	0.162
708.5	0.198
709.0	0.212
709.5	0.194
710.0	0.175
710.5	0.214
711.0	0.249
711.5	0.251
712.0	0.318
712.5	0.319
713.0	0.268
713.5	0.226
714.0	0.183
714.5	0.145
715.0	0.153
715.5	0.191
716.0	0.211
716.5	0.238
717.0	0.235
717.5	0.112
718.0	0.008
718.5	0.019
719.0	0.023
719.5	0.028
720.0	0.151
720.5	0.210
721.0	0.266
721.5	0.335
722.0	0.332
722.5	0.262
723.0	0.209
723.5	0.226
724.0	0.136
724.5	0.086
725.0	0.092
725.5	0.074
726.0	0.095
726.5	0.183
727.0	0.286
727.5	0.368
728.0	0.349
728.5	0.343
729.0	0.227
729.5	0.145
730.0	0.073
730.5	0.048
731.0	0.045
731.5	0.111
732.0	0.169
732.5	0.250
733.0	0.270
733.5	0.344
734.0	0.300
734.5	0.264
735.0	0.277
735.5	0.293
736.0	0.264
736.5	0.198
737.0	0.129
737.5	0.130
738.0	0.130
738.5	0.122
739.0	0.082
739.5	0.060
740.0	0.068
740.5	0.130
741.0	0.172
741.5	0.172
742.0	0.170
742.5	0.169
743.0	0.164
743.5	0.196
744.0	0.152
744.5	0.075
745.0	-0.018
745.5	-0.003
746.0	0.060
746.5	0.087
747.0	0.105
747.5	0.142
748.0	0.180
748.5	0.188
749.0	0.106
749.5	0.037
750.0	0.000
750.5	0.010
751.0	0.058
751.5	0.097
752.0	0.110
752.5	0.175
753.0	0.196
753.5	0.185
754.0	0.205
754.5	0.190
755.0	0.201
755.5	0.175
756.0	0.179
756.5	0.150
757.0	0.144
757.5	0.147
758.0	0.122
758.5	0.123
759.0	0.125
759.5	0.110
760.0	0.099
760.5	0.159
761.0	0.261
761.5	0.319
762.0	0.426
762.5	0.489
763.0	0.516
763.5	0.510
764.0	0.508
764.5	0.464
765.0	0.387
765.5	0.334
766.0	0.213
766.5	0.082
767.0	0.023
767.5	0.016
768.0	-0.019
768.5	0.020
769.0	0.073
769.5	0.106
770.0	0.126
770.5	0.050
771.0	0.015
771.5	0.055
772.0	0.112
772.5	0.104
773.0	0.048
773.5	0.074
774.0	0.005
774.5	-0.062
775.0	-0.101
775.5	-0.107
776.0	-0.059
776.5	0.070
777.0	0.137
777.5	0.092
778.0	0.047
778.5	0.058
779.0	0.062
779.5	0.081
780.0	0.118
780.5	0.156
781.0	0.131
781.5	0.125
782.0	0.059
782.5	-0.036
783.0	-0.138
783.5	-0.124
784.0	-0.056
784.5	-0.044
785.0	-0.058
785.5	-0.063
786.0	-0.090
786.5	-0.132
787.0	-0.160
787.5	-0.168
788.0	-0.177
788.5	-0.126
789.0	-0.130
789.5	-0.173
790.0	-0.183
790.5	-0.144
791.0	-0.130
791.5	-0.143
792.0	-0.133
792.5	-0.070
793.0	0.005
793.5	0.076
794.0	0.054
794.5	0.088
795.0	0.127
795.5	0.243
796.0	0.283
796.5	0.283
797.0	0.307
797.5	0.290
798.0	0.265
798.5	0.268
799.0	0.170
799.5	0.124
800.0	0.042
800.5	0.006
801.0	-0.043
801.5	-0.059
802.0	-0.018
802.5	0.012
803.0	0.055
803.5	0.112
804.0	0.156
804.5	0.194
805.0	0.219
805.5	0.215
806.0	0.190
806.5	0.203
807.0	0.277
807.5	0.285
808.0	0.246
808.5	0.185
809.0	0.160
809.5	0.169
810.0	0.161
810.5	0.178
811.0	0.157
811.5	0.164
812.0	0.151
812.5	0.133
813.0	0.069
813.5	0.052
814.0	0.049
814.5	0.064
815.0	0.018
815.5	0.060
816.0	0.096
816.5	0.131
817.0	0.107
817.5	0.132
818.0	0.118
818.5	0.147
819.0	0.116
819.5	0.089
820.0	0.070
820.5	0.118
821.0	0.242
821.5	0.367
822.0	0.464
822.5	0.531
823.0	0.534
823.5	0.508
824.0	0.481
824.5	0.452
825.0	0.421
825.5	0.381
826.0	0.354
826.5	0.313
827.0	0.319
827.5	0.303
828.0	0.295
828.5	0.354
829.0	0.433
829.5	0.457
830.0	0.507
830.5	0.432
831.0	0.343
831.5	0.251
832.0	0.224
832.5	0.182
833.0	0.126
833.5	0.063
834.0	0.049
834.5	0.025
835.0	0.029
835.5	-0.046
836.0	-0.098
836.5	-0.091
837.0	-0.048
837.5	-0.104
838.0	-0.166
838.5	-0.167
839.0	-0.118
839.5	-0.068
840.0	-0.097
840.5	-0.126
841.0	-0.108
841.5	-0.009
842.0	-0.002
842.5	-0.038
843.0	-0.097
843.5	-0.077
844.0	-0.105
844.5	-0.134
845.0	-0.150
845.5	-0.118
846.0	-0.006
846.5	0.115
847.0	0.141
847.5	0.151
848.0	0.143
848.5	0.178
849.0	0.153
849.5	0.056
850.0	0.119


Sample 17
4/14/2024 6:37 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.34000	
//WLCalib: 261S 	0.70000	
//WLCalib: 362S 	0.10000	
//WLCalib: 484S 	0.58000	
//WLCalib: 529S 	0.68000	
//WLCalib: 823S 	0.28000	
//QSpecEnd: 
190.0	7.894
190.5	8.019
191.0	7.867
191.5	7.731
192.0	7.730
192.5	7.512
193.0	7.493
193.5	7.508
194.0	7.454
194.5	7.416
195.0	7.290
195.5	7.142
196.0	7.183
196.5	7.153
197.0	7.105
197.5	7.032
198.0	6.966
198.5	6.896
199.0	6.744
199.5	6.652
200.0	6.551
200.5	6.400
201.0	6.364
201.5	6.299
202.0	6.346
202.5	6.266
203.0	6.207
203.5	6.059
204.0	5.936
204.5	5.777
205.0	5.596
205.5	5.442
206.0	5.368
206.5	5.311
207.0	5.227
207.5	5.028
208.0	4.881
208.5	4.679
209.0	4.440
209.5	4.186
210.0	3.935
210.5	3.720
211.0	3.486
211.5	3.296
212.0	3.085
212.5	2.929
213.0	2.826
213.5	2.709
214.0	2.562
214.5	2.423
215.0	2.262
215.5	2.133
216.0	1.982
216.5	1.867
217.0	1.745
217.5	1.654
218.0	1.585
218.5	1.506
219.0	1.445
219.5	1.390
220.0	1.329
220.5	1.296
221.0	1.249
221.5	1.223
222.0	1.199
222.5	1.163
223.0	1.159
223.5	1.172
224.0	1.184
224.5	1.184
225.0	1.185
225.5	1.204
226.0	1.223
226.5	1.251
227.0	1.286
227.5	1.321
228.0	1.374
228.5	1.426
229.0	1.470
229.5	1.506
230.0	1.547
230.5	1.601
231.0	1.670
231.5	1.744
232.0	1.830
232.5	1.917
233.0	2.012
233.5	2.103
234.0	2.186
234.5	2.276
235.0	2.360
235.5	2.444
236.0	2.539
236.5	2.635
237.0	2.738
237.5	2.844
238.0	2.957
238.5	3.057
239.0	3.169
239.5	3.281
240.0	3.387
240.5	3.481
241.0	3.581
241.5	3.679
242.0	3.767
242.5	3.847
243.0	3.924
243.5	4.003
244.0	4.088
244.5	4.176
245.0	4.270
245.5	4.360
246.0	4.449
246.5	4.530
247.0	4.591
247.5	4.638
248.0	4.683
248.5	4.734
249.0	4.758
249.5	4.792
250.0	4.826
250.5	4.842
251.0	4.865
251.5	4.882
252.0	4.894
252.5	4.898
253.0	4.904
253.5	4.912
254.0	4.898
254.5	4.886
255.0	4.859
255.5	4.813
256.0	4.770
256.5	4.720
257.0	4.666
257.5	4.604
258.0	4.540
258.5	4.464
259.0	4.384
259.5	4.305
260.0	4.233
260.5	4.158
261.0	4.098
261.5	4.040
262.0	3.981
262.5	3.927
263.0	3.863
263.5	3.795
264.0	3.730
264.5	3.681
265.0	3.646
265.5	3.619
266.0	3.595
266.5	3.559
267.0	3.532
267.5	3.512
268.0	3.485
268.5	3.461
269.0	3.446
269.5	3.435
270.0	3.423
270.5	3.406
271.0	3.386
271.5	3.356
272.0	3.335
272.5	3.319
273.0	3.297
273.5	3.284
274.0	3.280
274.5	3.256
275.0	3.234
275.5	3.195
276.0	3.161
276.5	3.115
277.0	3.075
277.5	3.038
278.0	3.003
278.5	2.968
279.0	2.937
279.5	2.890
280.0	2.840
280.5	2.780
281.0	2.725
281.5	2.661
282.0	2.604
282.5	2.546
283.0	2.484
283.5	2.414
284.0	2.345
284.5	2.261
285.0	2.172
285.5	2.082
286.0	1.994
286.5	1.905
287.0	1.829
287.5	1.740
288.0	1.644
288.5	1.549
289.0	1.447
289.5	1.342
290.0	1.240
290.5	1.146
291.0	1.060
291.5	0.985
292.0	0.919
292.5	0.846
293.0	0.773
293.5	0.706
294.0	0.639
294.5	0.577
295.0	0.516
295.5	0.463
296.0	0.412
296.5	0.372
297.0	0.331
297.5	0.293
298.0	0.263
298.5	0.240
299.0	0.219
299.5	0.197
300.0	0.175
300.5	0.155
301.0	0.142
301.5	0.126
302.0	0.113
302.5	0.106
303.0	0.102
303.5	0.094
304.0	0.089
304.5	0.084
305.0	0.079
305.5	0.074
306.0	0.074
306.5	0.068
307.0	0.063
307.5	0.057
308.0	0.052
308.5	0.044
309.0	0.043
309.5	0.045
310.0	0.044
310.5	0.044
311.0	0.050
311.5	0.051
312.0	0.044
312.5	0.045
313.0	0.049
313.5	0.047
314.0	0.055
314.5	0.060
315.0	0.063
315.5	0.055
316.0	0.054
316.5	0.048
317.0	0.042
317.5	0.047
318.0	0.050
318.5	0.053
319.0	0.054
319.5	0.055
320.0	0.058
320.5	0.044
321.0	0.043
321.5	0.038
322.0	0.039
322.5	0.040
323.0	0.038
323.5	0.038
324.0	0.035
324.5	0.037
325.0	0.042
325.5	0.041
326.0	0.050
326.5	0.053
327.0	0.051
327.5	0.053
328.0	0.054
328.5	0.052
329.0	0.051
329.5	0.049
330.0	0.050
330.5	0.050
331.0	0.053
331.5	0.046
332.0	0.041
332.5	0.041
333.0	0.038
333.5	0.039
334.0	0.036
334.5	0.027
335.0	0.026
335.5	0.026
336.0	0.025
336.5	0.025
337.0	0.026
337.5	0.026
338.0	0.033
338.5	0.042
339.0	0.043
339.5	0.042
340.0	0.047
340.5	0.050
341.0	0.046
341.5	0.045
342.0	0.036
342.5	0.032
343.0	0.034
343.5	0.032
344.0	0.034
344.5	0.033
345.0	0.033
345.5	0.039
346.0	0.033
346.5	0.031
347.0	0.022
347.5	0.024
348.0	0.032
348.5	0.035
349.0	0.034
349.5	0.035
350.0	0.037
350.5	0.042
351.0	0.036
351.5	0.035
352.0	0.032
352.5	0.039
353.0	0.043
353.5	0.042
354.0	0.037
354.5	0.036
355.0	0.035
355.5	0.035
356.0	0.032
356.5	0.033
357.0	0.028
357.5	0.025
358.0	0.022
358.5	0.019
359.0	0.017
359.5	0.015
360.0	0.016
360.5	0.017
361.0	0.019
361.5	0.024
362.0	0.022
362.5	0.023
363.0	0.023
363.5	0.025
364.0	0.025
364.5	0.026
365.0	0.032
365.5	0.038
366.0	0.038
366.5	0.033
367.0	0.027
367.5	0.021
368.0	0.016
368.5	0.015
369.0	0.013
369.5	0.016
370.0	0.026
370.5	0.036
371.0	0.033
371.5	0.028
372.0	0.027
372.5	0.022
373.0	0.021
373.5	0.020
374.0	0.021
374.5	0.021
375.0	0.024
375.5	0.025
376.0	0.018
376.5	0.017
377.0	0.017
377.5	0.016
378.0	0.022
378.5	0.030
379.0	0.032
379.5	0.034
380.0	0.037
380.5	0.038
381.0	0.036
381.5	0.039
382.0	0.040
382.5	0.035
383.0	0.032
383.5	0.026
384.0	0.018
384.5	0.015
385.0	0.014
385.5	0.017
386.0	0.020
386.5	0.026
387.0	0.025
387.5	0.021
388.0	0.019
388.5	0.015
389.0	0.019
389.5	0.020
390.0	0.018
390.5	0.023
391.0	0.018
391.5	0.018
392.0	0.012
392.5	0.011
393.0	0.005
393.5	0.002
394.0	0.006
394.5	0.007
395.0	0.003
395.5	0.005
396.0	0.004
396.5	0.005
397.0	0.007
397.5	0.008
398.0	0.010
398.5	0.012
399.0	0.016
399.5	0.012
400.0	0.007
400.5	0.005
401.0	0.006
401.5	0.003
402.0	0.002
402.5	0.002
403.0	0.007
403.5	0.008
404.0	0.010
404.5	0.011
405.0	0.013
405.5	0.016
406.0	0.017
406.5	0.016
407.0	0.010
407.5	0.010
408.0	0.005
408.5	0.000
409.0	-0.002
409.5	-0.002
410.0	-0.001
410.5	-0.001
411.0	-0.003
411.5	-0.002
412.0	-0.001
412.5	-0.001
413.0	0.001
413.5	0.004
414.0	0.006
414.5	0.009
415.0	0.014
415.5	0.013
416.0	0.014
416.5	0.016
417.0	0.018
417.5	0.013
418.0	0.007
418.5	0.002
419.0	-0.006
419.5	-0.009
420.0	-0.012
420.5	-0.016
421.0	-0.011
421.5	-0.007
422.0	-0.003
422.5	-0.001
423.0	-0.004
423.5	-0.006
424.0	-0.007
424.5	-0.010
425.0	-0.008
425.5	-0.004
426.0	0.001
426.5	0.005
427.0	0.007
427.5	0.008
428.0	0.001
428.5	-0.003
429.0	-0.005
429.5	-0.008
430.0	-0.005
430.5	-0.003
431.0	0.002
431.5	0.008
432.0	0.008
432.5	0.006
433.0	0.003
433.5	0.004
434.0	0.003
434.5	0.000
435.0	-0.002
435.5	-0.003
436.0	-0.005
436.5	-0.006
437.0	-0.007
437.5	-0.008
438.0	-0.006
438.5	-0.007
439.0	-0.008
439.5	-0.008
440.0	-0.010
440.5	-0.013
441.0	-0.019
441.5	-0.020
442.0	-0.020
442.5	-0.021
443.0	-0.020
443.5	-0.016
444.0	-0.012
444.5	-0.005
445.0	-0.005
445.5	-0.005
446.0	-0.015
446.5	-0.024
447.0	-0.027
447.5	-0.025
448.0	-0.023
448.5	-0.018
449.0	-0.009
449.5	0.002
450.0	0.010
450.5	0.011
451.0	0.007
451.5	-0.001
452.0	-0.003
452.5	-0.004
453.0	-0.008
453.5	-0.005
454.0	0.000
454.5	0.003
455.0	0.009
455.5	0.012
456.0	0.012
456.5	0.012
457.0	0.006
457.5	0.003
458.0	0.001
458.5	0.002
459.0	-0.006
459.5	-0.012
460.0	-0.014
460.5	-0.012
461.0	-0.013
461.5	-0.011
462.0	-0.011
462.5	-0.005
463.0	0.001
463.5	0.004
464.0	0.002
464.5	-0.002
465.0	-0.005
465.5	-0.009
466.0	-0.010
466.5	-0.012
467.0	-0.015
467.5	-0.014
468.0	-0.011
468.5	-0.014
469.0	-0.018
469.5	-0.022
470.0	-0.019
470.5	-0.016
471.0	-0.010
471.5	-0.002
472.0	-0.001
472.5	0.003
473.0	0.008
473.5	0.006
474.0	0.000
474.5	-0.004
475.0	-0.006
475.5	-0.008
476.0	-0.012
476.5	-0.009
477.0	-0.007
477.5	-0.002
478.0	0.007
478.5	0.012
479.0	0.012
479.5	0.012
480.0	0.008
480.5	0.007
481.0	0.002
481.5	-0.004
482.0	-0.008
482.5	-0.011
483.0	-0.013
483.5	-0.015
484.0	-0.016
484.5	-0.017
485.0	-0.017
485.5	-0.012
486.0	-0.010
486.5	-0.013
487.0	-0.011
487.5	-0.008
488.0	-0.008
488.5	-0.006
489.0	-0.006
489.5	-0.011
490.0	-0.016
490.5	-0.020
491.0	-0.025
491.5	-0.030
492.0	-0.032
492.5	-0.031
493.0	-0.023
493.5	-0.014
494.0	-0.005
494.5	-0.001
495.0	0.005
495.5	0.007
496.0	0.008
496.5	0.003
497.0	-0.001
497.5	-0.002
498.0	-0.003
498.5	-0.007
499.0	-0.007
499.5	-0.002
500.0	0.004
500.5	0.006
501.0	0.006
501.5	0.005
502.0	0.007
502.5	0.009
503.0	0.011
503.5	0.010
504.0	0.006
504.5	0.004
505.0	-0.002
505.5	-0.012
506.0	-0.023
506.5	-0.031
507.0	-0.034
507.5	-0.028
508.0	-0.021
508.5	-0.013
509.0	-0.008
509.5	-0.009
510.0	-0.008
510.5	-0.010
511.0	-0.013
511.5	-0.016
512.0	-0.019
512.5	-0.020
513.0	-0.022
513.5	-0.018
514.0	-0.017
514.5	-0.016
515.0	-0.012
515.5	-0.007
516.0	-0.003
516.5	-0.003
517.0	-0.005
517.5	-0.007
518.0	-0.007
518.5	-0.005
519.0	-0.005
519.5	-0.002
520.0	-0.001
520.5	-0.001
521.0	-0.003
521.5	-0.007
522.0	-0.008
522.5	-0.006
523.0	-0.007
523.5	-0.005
524.0	-0.004
524.5	-0.005
525.0	-0.008
525.5	-0.013
526.0	-0.014
526.5	-0.015
527.0	-0.016
527.5	-0.013
528.0	-0.015
528.5	-0.014
529.0	-0.013
529.5	-0.014
530.0	-0.017
530.5	-0.019
531.0	-0.017
531.5	-0.020
532.0	-0.019
532.5	-0.014
533.0	-0.018
533.5	-0.013
534.0	-0.009
534.5	-0.014
535.0	-0.014
535.5	-0.016
536.0	-0.014
536.5	-0.018
537.0	-0.019
537.5	-0.018
538.0	-0.019
538.5	-0.016
539.0	-0.013
539.5	-0.019
540.0	-0.021
540.5	-0.020
541.0	-0.020
541.5	-0.021
542.0	-0.022
542.5	-0.022
543.0	-0.023
543.5	-0.021
544.0	-0.018
544.5	-0.024
545.0	-0.028
545.5	-0.027
546.0	-0.027
546.5	-0.020
547.0	-0.017
547.5	-0.013
548.0	-0.009
548.5	-0.006
549.0	-0.004
549.5	-0.009
550.0	-0.015
550.5	-0.021
551.0	-0.029
551.5	-0.032
552.0	-0.034
552.5	-0.034
553.0	-0.034
553.5	-0.033
554.0	-0.030
554.5	-0.030
555.0	-0.033
555.5	-0.033
556.0	-0.034
556.5	-0.035
557.0	-0.032
557.5	-0.021
558.0	-0.013
558.5	-0.008
559.0	-0.006
559.5	-0.005
560.0	-0.008
560.5	-0.007
561.0	-0.010
561.5	-0.013
562.0	-0.018
562.5	-0.020
563.0	-0.019
563.5	-0.022
564.0	-0.023
564.5	-0.020
565.0	-0.019
565.5	-0.016
566.0	-0.014
566.5	-0.013
567.0	-0.017
567.5	-0.020
568.0	-0.018
568.5	-0.021
569.0	-0.017
569.5	-0.006
570.0	-0.004
570.5	-0.002
571.0	-0.002
571.5	-0.007
572.0	-0.012
572.5	-0.021
573.0	-0.032
573.5	-0.042
574.0	-0.046
574.5	-0.051
575.0	-0.061
575.5	-0.062
576.0	-0.055
576.5	-0.047
577.0	-0.044
577.5	-0.038
578.0	-0.028
578.5	-0.022
579.0	-0.027
579.5	-0.034
580.0	-0.035
580.5	-0.031
581.0	-0.024
581.5	-0.020
582.0	-0.026
582.5	-0.026
583.0	-0.030
583.5	-0.037
584.0	-0.049
584.5	-0.048
585.0	-0.044
585.5	-0.040
586.0	-0.031
586.5	-0.023
587.0	-0.016
587.5	-0.012
588.0	-0.008
588.5	-0.011
589.0	-0.019
589.5	-0.023
590.0	-0.031
590.5	-0.036
591.0	-0.032
591.5	-0.030
592.0	-0.027
592.5	-0.027
593.0	-0.025
593.5	-0.030
594.0	-0.036
594.5	-0.031
595.0	-0.023
595.5	-0.018
596.0	-0.012
596.5	-0.010
597.0	-0.016
597.5	-0.028
598.0	-0.037
598.5	-0.039
599.0	-0.036
599.5	-0.025
600.0	-0.020
600.5	-0.022
601.0	-0.024
601.5	-0.026
602.0	-0.029
602.5	-0.031
603.0	-0.035
603.5	-0.037
604.0	-0.038
604.5	-0.038
605.0	-0.037
605.5	-0.037
606.0	-0.030
606.5	-0.028
607.0	-0.019
607.5	-0.015
608.0	-0.020
608.5	-0.032
609.0	-0.041
609.5	-0.045
610.0	-0.047
610.5	-0.048
611.0	-0.044
611.5	-0.045
612.0	-0.045
612.5	-0.046
613.0	-0.044
613.5	-0.043
614.0	-0.040
